GEO UID,Name,Total,Indigenous,"Visible minority, n.i.e.",Multiple visible minorities,Japanese,Korean,West Asian,Southeast Asian,Latin American,Arab,Filipino,Black,Chinese,South Asian,Caucasian
3520005,Toronto ,2731571,23065,36975,47670,13415,41635,60320,41650,77165,36030,152720,239855,299460,338965,1322646
2466023,Montréal ,1704694,12035,4745,12085,2500,4225,15340,34815,67520,122185,23495,171385,54670,55595,1124099
4806016,Calgary ,1239220,35195,4410,13895,5175,10635,12610,21615,26265,25190,67650,51510,87835,115795,761440
3506008,Ottawa ,934243,22955,2605,7865,2425,2960,9000,12370,11155,40920,12035,60210,40960,38750,670033
4811061,Edmonton ,932546,50280,3655,10255,1940,7025,6390,16300,16980,23975,53975,54285,57715,86545,543226
3521005,Mississauga ,721599,4175,9050,13365,1965,6095,7910,14795,16115,36205,36565,47005,54095,165760,308499
4611040,Winnipeg ,705244,84305,2760,5875,1545,3780,2445,7880,6715,4565,73365,26890,19660,37570,427889
5915022,Vancouver ,631486,13900,1500,11065,10315,9360,8635,17115,10935,2965,36460,6340,167180,37130,298586
3521010,Brampton ,593638,4325,15955,9590,530,430,5275,8425,14045,6045,20100,82175,8960,261705,156078
3525005,Hamilton ,536917,12135,2530,3750,1055,2085,4800,6500,8425,10335,8150,20245,10070,22105,424732
2423027,Québec ,531902,7290,280,450,200,200,605,2390,6675,6245,200,12435,2175,1390,491367
5915004,Surrey ,517887,13460,1995,6320,2855,9280,3720,13005,7065,5770,31865,9455,39885,168040,205172
2465005,Laval ,422993,2525,530,2290,125,215,4365,7630,12655,33690,985,32095,3865,8800,313223
1209034,Halifax ,403131,15730,490,1095,485,1230,1390,865,1210,7335,2575,15085,6975,6555,342111
3539036,London ,383822,9720,1695,2260,635,3250,3255,4410,9050,13655,3510,11325,10435,11660,298962
3519036,Markham ,328966,735,2920,6895,995,4355,7910,2525,1750,3255,8905,9655,147725,58270,73071
3519028,Vaughan ,306233,635,2325,4135,285,5345,8695,6850,7355,4280,8675,8325,20795,30615,197918
2481017,Gatineau ,276245,10420,410,745,125,295,870,1275,4175,8305,525,16670,2405,950,229075
4711066,Saskatoon ,246376,27310,450,1465,405,570,1170,2240,1910,2305,10865,5390,7680,13335,171281
2458227,Longueuil ,239700,2445,665,1030,155,245,1940,2610,7355,7415,490,16515,3295,1895,193645
3530013,Kitchener ,233222,4405,1880,1770,325,1025,2685,5190,5915,4150,1580,9535,4735,11400,178627
5915025,Burnaby ,232755,4195,690,4845,3655,7790,4965,4620,4630,1700,13000,3670,78020,18730,82245
3537039,Windsor ,217188,5570,1295,1830,115,315,1285,3365,2670,16115,2960,10670,7340,9640,154018
4706027,Regina ,215106,20925,350,790,280,600,745,2655,1180,1530,8410,6325,5550,12330,153436
5915015,Richmond ,198309,1600,395,4760,3940,1290,1225,1950,1580,1485,13575,1270,104185,14355,46699
3519038,Richmond Hill ,195022,505,745,3020,625,5435,20165,1450,1645,3575,3800,3875,56920,14965,78297
3524001,Oakville ,193832,1420,810,1925,685,3080,2090,1030,3595,6100,3710,5515,13435,17095,133342
3524002,Burlington ,183314,1975,790,1055,470,1120,1030,830,2325,2465,2695,3790,3570,8690,152509
3553005,Greater Sudbury / Grand Sudbury ,161531,14960,65,165,90,90,115,325,275,610,355,1455,980,1465,140581
2443027,Sherbrooke ,161323,1720,50,285,65,65,1295,465,2710,1935,65,3520,530,450,148168
3518013,Oshawa ,159458,4645,1250,1215,260,155,600,495,1260,975,2105,8715,2190,6040,129553
2494068,Saguenay ,145949,5860,40,25,15,20,65,140,230,325,70,655,265,115,138124
2425213,Lévis ,143414,1255,25,70,35,20,55,220,615,555,30,1035,385,80,139034
3543042,Barrie ,141434,5255,455,565,260,475,315,675,1460,405,1215,3700,1720,3030,121904
5909052,Abbotsford ,141397,6600,235,755,515,1335,210,1540,1120,335,1570,1410,2295,35315,88162
5915034,Coquitlam ,139284,3100,275,2315,1535,9930,7750,1760,2190,1390,5445,1515,28930,6220,66929
2437067,Trois-Rivières ,134413,1775,45,45,25,10,30,205,1090,775,40,1815,310,150,128098
3526053,St. Catharines ,133113,3545,280,895,225,550,335,875,2170,1435,1465,3715,2695,1865,113063
3523008,Guelph ,131794,1910,320,1115,190,315,1530,2440,1345,760,2845,2885,4210,6500,105429
3530010,Cambridge ,129920,2540,715,515,180,220,405,1405,1610,1055,1275,3255,1375,7885,107485
3518009,Whitby ,128377,1995,1170,1855,460,350,1260,525,1340,960,2550,10085,3180,8350,94297
5935010,Kelowna ,127380,6840,240,380,1195,560,345,535,760,255,1435,1005,1810,3220,108800
3510010,Kingston ,123798,4220,165,430,190,520,460,545,885,1020,755,1755,2540,2400,107913
3518005,Ajax ,119677,1190,3185,2915,210,175,2900,670,1665,1975,5690,19860,3400,24895,50947
5915001,Langley ,117285,4310,105,580,895,3545,350,1600,1100,360,1915,1205,4810,5145,91365
5917021,Saanich ,114148,3485,180,685,975,1075,430,1000,820,675,2440,1155,9675,5635,85918
2464008,Terrebonne ,111575,1225,55,95,0,40,110,590,1865,1870,40,7965,385,85,97250
3524009,Milton ,110128,1040,1015,1505,360,580,1010,900,2580,3810,4195,5285,2490,22895,62463
1001519,St. John's ,108860,3250,60,130,40,50,195,185,485,1080,530,1495,1655,1640,98065
3558004,Thunder Bay ,107909,13485,35,195,230,185,170,510,340,345,360,665,745,935,89709
3530016,Waterloo ,104986,1220,605,905,220,1170,1150,1185,1400,1875,545,1990,9565,6650,76506
5915011,Delta ,102238,2710,310,805,1115,525,260,590,820,260,2660,795,7680,20485,63223
3536020,Chatham-Kent ,101647,3680,110,155,90,145,25,300,200,170,230,2125,350,625,93442
4808011,Red Deer ,100418,5185,105,345,125,280,445,660,1765,480,6230,1735,1395,1665,80003
4811052,Strathcona County ,98044,3880,115,265,175,160,55,295,455,275,1815,775,945,1820,87014
3529006,Brantford ,97496,5395,195,315,50,230,55,1060,445,435,750,2015,785,3120,82646
2456083,Saint-Jean-sur-Richelieu ,95114,1130,60,30,15,30,10,225,360,375,65,790,200,35,91789
1217030,Cape Breton ,94285,3335,15,20,25,50,10,15,35,205,125,1105,550,265,88530
4802012,Lethbridge ,92729,5290,85,260,1310,235,435,645,1510,290,1745,1895,1225,2055,75749
3518017,Clarington ,92013,2325,350,335,85,105,145,220,575,275,590,2495,505,1545,82463
3518001,Pickering ,91771,1070,2280,2025,305,295,1580,405,1135,1525,3410,9810,2455,13820,51656
5921007,Nanaimo ,90504,6405,70,255,520,405,175,775,470,270,940,620,2295,1900,75404
5933042,Kamloops ,90280,8595,55,175,825,230,75,240,305,175,675,550,1220,2455,74705
3526043,Niagara Falls ,88071,2240,105,390,245,320,315,685,950,545,1775,1735,1660,2430,74676
5915046,North Vancouver ,85935,1360,75,690,1170,1730,5495,335,780,215,1910,470,5820,3060,62825
5917034,Victoria ,85792,3780,130,445,850,575,440,720,765,575,1700,1130,3280,1750,69652
2458007,Brossard ,85721,370,500,1060,120,270,2060,2440,3600,5030,760,4360,11955,3910,49286
2460013,Repentigny ,84285,820,35,150,20,0,55,370,1230,1505,35,5880,245,65,73875
3519048,Newmarket ,84224,1285,355,885,290,690,1955,2255,1225,685,1800,2310,5590,3300,61599
5909020,Chilliwack ,83788,6585,105,240,155,505,110,495,500,80,755,685,920,1260,71393
5915075,Maple Ridge ,82256,3815,195,470,565,840,740,700,875,160,1810,945,2340,2475,66326
3515014,Peterborough ,81032,3275,170,150,175,165,65,285,205,285,370,795,815,1315,72962
2449058,Drummondville ,75423,830,30,35,0,35,25,135,665,405,15,615,225,20,72388
3516010,Kawartha Lakes ,75423,1995,45,40,40,75,35,130,40,80,185,280,240,345,71893
2475017,Saint-Jérôme ,74346,1180,0,35,0,10,40,180,740,365,10,835,155,145,70651
5953023,Prince George ,74003,11155,80,130,215,165,75,235,260,120,1030,710,945,2525,56358
3557061,Sault Ste. Marie ,73368,8120,60,60,35,80,15,30,75,220,80,485,365,485,63258
1307022,Moncton ,71889,1795,30,100,85,365,50,345,195,900,320,1835,635,330,64904
3538030,Sarnia ,71594,2740,115,115,75,85,115,200,390,405,420,995,565,1220,64154
4816037,Wood Buffalo ,71589,6565,135,270,100,225,155,460,930,1785,4905,4175,950,4985,45949
5915029,New Westminster ,70996,2295,215,865,950,1500,735,795,1275,570,5760,1740,7015,5785,41496
1301006,Saint John ,67575,1430,25,115,25,205,255,150,190,590,215,1400,940,460,61575
3521024,Caledon ,66502,620,475,380,100,110,250,195,905,255,540,1880,695,6630,53467
2447017,Granby ,66222,715,25,15,0,0,190,105,1045,450,20,830,95,65,62667
4811062,St. Albert ,65589,2825,45,310,120,80,105,185,370,670,1445,800,700,915,57019
3528052,Norfolk County ,64044,1795,60,35,0,75,10,85,95,30,130,575,170,120,60864
4801006,Medicine Hat ,63260,3120,95,140,120,30,35,255,630,225,690,840,530,630,55920
4819012,Grande Prairie ,63166,6550,105,140,110,85,70,105,385,290,3105,1325,470,1165,49261
4806021,Airdrie ,61581,2855,130,335,165,110,65,260,825,325,1465,1755,615,1835,50841
3524015,Halton Hills ,61161,1030,150,225,155,115,50,145,445,145,530,635,485,1390,55661
5915039,Port Coquitlam ,58612,1980,170,770,595,1395,1410,575,925,330,2515,880,6430,2790,37847
1310032,Fredericton ,58220,1830,80,210,30,395,340,335,305,850,170,980,1215,920,50560
2473015,Blainville ,56863,410,0,75,10,10,35,385,425,940,55,1265,210,150,52893
2454048,Saint-Hyacinthe ,55648,490,50,40,0,0,45,65,1005,510,10,1165,140,65,52063
3519046,Aurora ,55445,405,305,680,195,595,1880,305,655,555,910,1210,5550,1845,40355
5915051,North Vancouver ,52898,1150,140,490,815,1155,4360,265,835,210,3450,485,2290,1835,35418
3526032,Welland ,52293,1995,70,110,35,180,10,85,395,220,110,810,380,305,47588
3548044,North Bay ,51553,5415,75,75,50,30,0,100,125,55,75,290,350,410,44503
3512005,Belleville ,50716,2485,175,70,45,145,55,170,220,135,270,480,300,725,45441
2474005,Mirabel ,50513,575,0,10,10,20,10,160,290,230,25,500,150,50,48483
2436033,Shawinigan ,49349,770,0,15,10,0,0,35,90,60,15,240,135,15,47964
2466142,Dollard-Des Ormeaux ,48899,105,215,420,45,70,575,535,990,3250,2245,3295,1715,5380,30059
4607062,Brandon ,48859,6500,70,175,45,135,30,100,2370,125,515,995,1785,1430,34584
2410043,Rimouski ,48664,840,35,0,0,15,0,35,85,140,0,305,130,20,47059
2467050,Châteauguay ,47906,1070,90,260,0,10,185,140,1220,1160,170,3915,470,710,38506
2464015,Mascouche ,46692,525,40,40,0,45,0,90,555,195,0,1310,70,50,43772
3501012,Cornwall ,46589,1895,40,80,20,10,155,70,65,110,150,405,170,1505,41914
2439062,Victoriaville ,46130,295,0,45,0,10,20,55,440,75,25,300,135,10,44720
3519044,Whitchurch-Stouffville ,45837,340,380,835,160,180,350,305,350,445,1140,1005,5950,5630,28767
3528018,Haldimand County ,45608,1540,10,25,10,10,25,45,95,20,105,220,70,215,43218
3519070,Georgina ,45418,1225,65,255,65,100,185,155,380,105,345,685,665,695,40493
2472005,Saint-Eustache ,44008,435,20,125,0,20,70,400,445,675,55,1005,120,110,40528
3512015,Quinte West ,43577,2080,25,30,15,120,50,110,100,20,150,275,230,195,40177
5915055,West Vancouver ,42473,235,65,240,380,905,3695,110,240,220,550,85,7685,975,27088
2486042,Rouyn-Noranda ,42334,1065,0,15,0,0,0,15,60,260,0,370,60,20,40469
3556027,Timmins ,41788,4710,10,15,15,0,35,25,70,10,135,180,125,160,36298
2458033,Boucherville ,41671,185,20,75,30,50,50,170,470,415,40,475,265,40,39386
3532042,Woodstock ,40902,935,80,45,90,90,10,180,185,110,200,620,135,375,37847
2470052,Salaberry-de-Valleyfield ,40745,460,15,25,10,0,0,55,85,190,20,180,70,20,39615
5937014,Vernon ,40116,2795,15,35,260,85,50,185,150,65,335,100,375,730,34936
4806014,Rocky View County ,39407,1090,20,175,70,115,50,185,190,125,250,245,625,2200,34067
3534021,St. Thomas ,38909,1045,50,105,20,20,25,395,185,60,130,290,80,275,36229
5909056,Mission ,38833,2910,35,55,120,180,15,175,310,35,240,260,225,2940,31333
2471083,Vaudreuil-Dorion ,38117,325,175,180,15,0,95,225,565,1015,720,1730,315,2380,30377
3529005,Brant ,36707,940,30,10,20,60,0,20,60,10,70,220,100,195,34972
3537064,Lakeshore ,36611,1030,65,105,20,30,10,215,90,270,155,345,160,640,33476
3543017,Innisfil ,36566,910,105,180,35,105,105,185,560,100,160,640,315,340,32826
1102075,Charlottetown ,36094,560,40,50,50,110,130,60,120,500,275,485,1805,660,31249
4715066,Prince Albert ,35926,14830,35,50,50,40,10,255,75,110,990,475,95,660,18251
5917044,Langford ,35342,2090,10,105,115,115,65,280,375,55,550,250,770,905,29657
3543014,Bradford West Gwillimbury ,35325,580,320,225,15,60,445,1000,1030,240,510,785,610,1920,27585
2453052,Sorel-Tracy ,34755,365,10,10,0,0,15,135,120,90,35,190,70,10,33705
3543007,New Tecumseth ,34242,750,55,135,85,35,55,155,275,80,225,530,250,595,31017
4811049,Spruce Grove ,34066,2620,15,50,45,30,15,100,195,145,820,245,105,275,29406
4707039,Moose Jaw ,33890,2100,75,60,10,0,15,125,70,45,645,450,520,340,29435
5907041,Penticton ,33761,2220,25,75,145,95,25,150,105,30,350,90,250,925,29276
5915043,Port Moody ,33551,760,120,455,510,1765,1265,370,555,70,570,300,3430,775,22606
5935029,West Kelowna ,32655,1835,20,50,250,50,40,155,185,45,250,135,315,350,28975
5924034,Campbell River ,32588,3670,30,20,115,65,20,195,115,30,440,125,210,250,27303
2429073,Saint-Georges ,32513,300,0,25,0,15,0,30,60,40,10,125,35,15,31858
2489008,Val-d'Or ,32491,1540,15,10,0,15,15,35,55,120,25,335,50,0,30276
2466058,Côte-Saint-Luc ,32448,40,110,240,45,320,1380,130,355,345,1015,1355,510,435,26168
4811034,Parkland County ,32097,2100,20,20,50,50,15,35,180,35,105,145,115,100,29127
3531011,Stratford ,31465,525,35,15,125,40,30,275,165,70,135,335,165,420,29130
2466097,Pointe-Claire ,31380,205,170,250,140,130,285,235,400,540,580,1000,1805,1115,24525
3543052,Orillia ,31166,1840,45,45,45,40,20,30,35,25,355,205,380,305,27796
2493042,Alma ,30776,1025,0,10,10,10,0,15,30,20,0,115,60,10,29471
3526003,Fort Erie ,30710,1400,65,20,20,90,70,45,290,105,115,365,210,170,27745
3537034,LaSalle ,30180,555,60,175,0,85,110,0,125,750,230,580,730,890,25890
4811016,Leduc ,29993,1615,10,15,35,60,95,95,70,110,1185,575,145,450,25533
2459010,Sainte-Julie ,29881,195,0,10,0,0,35,140,230,235,30,265,110,10,28621
5919008,North Cowichan ,29676,2375,45,25,140,85,0,135,65,70,235,80,310,870,25241
2457005,Chambly ,29120,260,10,60,10,10,80,75,165,325,15,405,105,55,27545
3522014,Orangeville ,28900,565,60,150,20,55,45,85,170,45,280,575,100,410,26340
4806012,Okotoks ,28881,1135,50,85,70,110,0,55,150,0,785,240,185,330,25686
3523025,Centre Wellington ,28191,500,40,45,40,15,0,80,45,0,70,110,125,200,26921
3537003,Leamington ,27595,455,15,25,50,20,65,615,840,720,230,430,70,65,23995
2467035,Saint-Constant ,27359,345,45,55,0,30,10,50,430,345,20,725,130,195,24979
3526065,Grimsby ,27314,335,75,65,65,40,55,115,160,25,90,235,150,355,25549
2473005,Boisbriand ,26884,300,15,50,0,0,35,460,390,420,10,500,75,65,24564
2445072,Magog ,26669,330,30,15,0,0,0,0,75,35,0,65,30,10,26079
2458037,Saint-Bruno-de-Montarville ,26394,180,10,35,0,50,35,80,200,205,15,370,120,95,24999
1001485,Conception Bay South ,26199,910,15,15,0,0,0,15,25,10,40,45,60,70,24994
2473010,Sainte-Thérèse ,25989,305,0,35,0,25,20,120,165,335,15,520,110,10,24329
5915002,Langley ,25888,1520,70,150,165,215,90,650,270,140,505,200,450,580,20883
4806019,Cochrane ,25853,1075,15,65,70,95,0,75,140,80,460,185,145,220,23228
5926010,Courtenay ,25599,1770,35,55,110,115,15,210,40,0,190,200,480,295,22084
2431084,Thetford Mines ,25403,170,10,0,0,0,0,30,80,45,0,105,0,10,24953
2497007,Sept-Îles ,25400,2205,20,0,0,15,0,10,50,60,0,155,10,0,22875
1307045,Dieppe ,25384,615,0,25,0,120,0,55,55,90,140,295,165,70,23754
6001009,Whitehorse ,25085,4420,0,105,60,75,30,165,100,0,1050,210,375,475,18020
3530035,Woolwich ,25006,195,35,50,20,10,0,335,75,20,85,145,160,430,23446
1206001,Lunenburg ,24863,755,10,10,0,0,10,15,25,0,20,100,35,10,23873
3513020,Prince Edward County ,24735,730,10,25,25,10,0,35,75,0,25,145,110,75,23470
3502036,Clarence-Rockland ,24512,995,25,30,10,0,0,15,120,40,20,485,80,105,22587
3519049,King ,24512,115,105,170,75,155,325,120,185,120,150,370,430,915,21277
4811056,Fort Saskatchewan ,24149,1420,30,45,30,55,35,35,70,60,535,175,130,345,21184
2467015,La Prairie ,24110,260,70,95,0,35,90,260,235,570,40,490,625,65,21275
3519054,East Gwillimbury ,23991,455,115,110,50,100,265,85,100,85,150,340,700,455,20981
3526057,Lincoln ,23787,400,15,50,60,25,20,60,105,15,60,275,140,115,22447
3537048,Tecumseh ,23229,525,80,105,0,60,50,40,120,415,300,355,225,515,20439
1001542,Mount Pearl ,22957,810,0,20,0,15,10,15,15,10,45,145,45,85,21742
4806001,Foothills No. 31 ,22766,575,25,45,15,30,15,30,105,35,130,140,210,315,21096
2457040,Beloeil ,22458,130,10,10,0,25,0,75,150,70,0,195,70,20,21703
1208008,East Hants ,22453,850,10,30,15,15,0,10,40,75,40,125,25,20,21198
2460028,L'Assomption ,22429,265,0,0,0,0,0,10,250,75,10,500,30,20,21269
4819006,Grande Prairie County No. 1 ,22303,1510,0,20,25,25,0,0,30,15,125,70,70,60,20353
1207001,"Kings, Subd. A ",22234,855,10,55,10,10,0,25,15,0,15,200,40,30,20969
3537028,Amherstburg ,21936,810,20,30,10,15,15,20,45,75,35,360,110,45,20346
2458012,Saint-Lambert ,21861,90,20,75,15,70,130,200,585,305,30,365,265,135,19576
3543031,Collingwood ,21793,605,65,15,10,25,0,60,90,0,170,105,275,155,20218
3518020,Scugog ,21617,445,35,35,35,25,0,55,40,20,60,120,85,145,20517
3537013,Kingsville ,21552,405,10,0,15,25,0,35,155,30,15,140,75,20,20627
2496020,Baie-Comeau ,21536,705,25,0,10,10,0,10,10,10,10,165,40,10,20531
1001517,Paradise ,21389,870,0,0,0,0,0,0,0,0,15,60,50,40,20354
3507015,Brockville ,21346,700,25,45,0,15,0,70,25,40,130,125,185,215,19771
3542059,Owen Sound ,21341,895,25,30,25,65,20,50,20,85,60,190,110,160,19606
2459020,Varennes ,21257,140,15,85,0,10,10,25,125,100,0,205,70,30,20442
3518029,Uxbridge ,21176,380,95,65,40,20,70,20,90,50,90,255,240,165,19596
3543021,Essa ,21083,665,25,65,20,40,0,0,190,30,70,190,90,150,19548
2467020,Candiac ,21047,145,35,85,35,15,80,160,490,540,75,445,390,35,18517
3543023,Oro-Medonte ,21036,600,35,20,10,55,10,10,25,15,30,110,35,60,20021
3539015,Strathroy-Caradoc ,20867,520,10,25,15,0,0,130,45,0,20,95,35,20,19952
2463048,Saint-Lin--Laurentides ,20786,275,0,0,0,0,0,15,145,60,0,200,20,0,20071
3543064,Wasaga Beach ,20675,610,20,10,10,0,0,40,110,0,105,145,40,165,19420
3530020,Wilmot ,20545,350,10,45,0,15,80,60,80,10,50,115,85,145,19500
4811059,Sturgeon County ,20495,1655,0,65,15,0,0,50,75,80,135,120,85,85,18130
2461025,Joliette ,20484,610,10,55,0,0,0,35,240,85,30,240,45,100,19034
3537016,Essex ,20427,525,20,10,10,30,0,0,10,20,135,240,45,35,19347
2466032,Westmount ,20312,25,25,100,65,415,280,255,285,535,140,355,760,340,16732
2466072,Mont-Royal ,20276,40,25,135,65,135,305,875,305,1230,115,610,660,445,15331
5955034,Fort St. John ,20155,2240,10,80,85,65,60,100,90,60,630,375,215,600,15545
2466102,Kirkland ,20151,100,60,145,35,35,275,150,190,755,170,535,1440,1030,15231
5901022,Cranbrook ,20047,1710,0,70,110,85,20,60,45,30,120,120,180,160,17337
5915007,White Rock ,19952,560,55,85,105,155,35,40,100,75,200,130,1195,965,16252
2471105,Saint-Lazare ,19889,250,30,90,30,30,10,95,150,120,115,285,220,85,18379
4806017,Chestermere ,19887,610,30,310,80,50,70,1090,245,600,815,430,400,2835,12322
3544042,Huntsville ,19816,520,50,10,10,15,10,20,20,0,30,135,20,65,18911
1005018,Corner Brook ,19806,4635,0,0,0,0,0,0,0,20,95,60,35,60,14901
1306020,Riverview ,19667,385,10,0,0,115,10,25,10,20,95,185,75,30,18707
4810039,Lloydminster ,19645,1620,15,45,15,45,20,125,120,155,650,385,130,665,15655
6106023,Yellowknife ,19569,4460,85,75,135,85,40,225,110,65,1065,610,225,515,11874
4808001,Red Deer County ,19541,765,0,25,20,0,0,10,65,0,55,100,30,20,18451
1210008,"Colchester, Subd. B ",19534,565,0,0,0,0,30,20,30,30,55,200,65,120,18419
5931006,Squamish ,19512,950,10,65,245,75,30,70,120,15,570,115,200,1295,15752
2412072,Rivière-du-Loup ,19507,225,30,20,0,0,0,10,10,60,10,85,50,20,18987
3514021,Cobourg ,19440,435,30,35,25,50,10,30,70,0,55,300,95,140,18165
2466107,Beaconsfield ,19324,100,90,80,80,80,160,70,195,215,125,355,590,415,16769
3543009,Springwater ,19059,750,10,0,20,10,55,20,15,50,20,125,35,135,17814
2466087,Dorval ,18980,260,50,145,30,60,45,145,670,500,595,805,825,480,14370
2423072,Saint-Augustin-de-Desmaures ,18820,190,15,20,0,10,0,45,55,30,0,85,110,0,18260
3526037,Thorold ,18801,580,20,145,15,75,0,40,190,90,45,525,290,350,16436
4810011,Camrose ,18742,970,10,25,0,20,45,95,135,15,625,195,95,235,16277
3510020,South Frontenac ,18646,675,15,0,20,0,0,0,10,10,30,90,25,30,17741
2457035,Mont-Saint-Hilaire ,18585,165,25,40,0,0,0,75,80,45,0,115,105,85,17850
5915070,Pitt Meadows ,18573,560,40,185,120,270,160,165,195,70,675,205,580,835,14513
3526011,Port Colborne ,18306,915,10,0,10,10,0,0,35,25,25,95,50,85,17046
1305057,Quispamsis ,18245,240,20,10,10,170,10,15,20,35,0,145,140,50,17380
5917030,Oak Bay ,18094,255,15,35,125,105,45,60,90,65,130,55,855,285,15974
2472015,Sainte-Marthe-sur-le-Lac ,18074,175,0,0,0,10,10,90,155,315,10,445,70,30,16764
5939032,Salmon Arm ,17706,1115,10,0,135,20,10,0,25,25,100,100,110,120,15936
5923008,Port Alberni ,17678,3030,10,25,30,40,0,30,20,25,65,55,215,495,13638
5917040,Esquimalt ,17655,1190,20,65,120,45,35,155,110,40,335,275,320,195,14750
1309050,Miramichi ,17537,550,0,10,10,0,0,10,10,10,40,90,70,45,16692
3526047,Niagara-on-the-Lake ,17511,100,20,65,10,90,20,80,120,50,105,125,320,255,16151
2472010,Deux-Montagnes ,17496,250,20,25,0,0,15,85,210,355,20,595,100,35,15786
4811013,Beaumont ,17396,1090,35,30,15,85,25,80,135,35,230,370,65,680,14521
3539033,Middlesex Centre ,17262,195,0,65,0,30,10,40,50,15,30,70,70,70,16617
4811048,Stony Plain ,17189,1180,30,30,10,15,0,40,80,35,380,75,30,60,15224
3547076,Petawawa ,17187,1370,30,60,15,20,10,0,120,25,65,220,75,85,15092
3526028,Pelham ,17110,295,0,10,30,60,0,30,140,50,50,50,100,205,16090
3515015,Selwyn ,17060,480,20,10,10,25,20,30,0,25,65,25,80,70,16200
2457020,Saint-Basile-le-Grand ,17059,185,10,10,20,10,0,35,190,65,0,150,55,20,16309
2467030,Sainte-Catherine ,17047,340,40,20,25,0,10,30,235,255,30,375,150,25,15512
3511005,Loyalist ,16971,640,0,55,0,0,0,0,55,0,40,105,35,160,15881
3543074,Midland ,16864,2330,20,0,40,35,10,0,15,0,105,155,130,65,13959
5917041,Colwood ,16859,845,15,45,75,60,10,70,140,25,185,115,365,150,14759
5917015,Central Saanich ,16814,655,0,20,70,10,0,35,55,10,140,80,280,365,15094
3514020,Port Hope ,16753,280,30,10,10,10,25,0,45,0,95,155,80,170,15843
4708004,Swift Current ,16604,655,20,35,15,70,10,20,125,30,715,55,210,210,14434
1313027,Edmundston ,16580,430,0,0,0,0,0,30,10,95,15,160,60,15,15765
2423057,L'Ancienne-Lorette ,16543,120,20,10,10,0,10,20,120,50,15,210,65,20,15873
3502048,Russell ,16520,510,25,10,10,0,10,20,30,130,55,200,55,65,15400
3507065,North Grenville ,16451,570,10,15,10,0,0,10,50,20,30,80,55,60,15541
4709012,Yorkton ,16343,1895,10,0,10,55,0,0,10,50,625,245,40,250,13153
5915020,Greater Vancouver A ,16133,215,15,135,320,1150,370,205,300,365,120,55,6000,575,6308
1315002,Tracadie ,16114,525,0,10,0,0,0,0,10,10,20,30,0,10,15499
2475005,Saint-Colomban ,16019,220,0,0,10,0,0,25,60,25,10,70,25,10,15564
3544018,Bracebridge ,16010,540,20,30,10,25,0,0,15,0,15,105,55,30,15165
3511015,Greater Napanee ,15892,820,0,25,0,0,0,0,45,20,60,90,60,70,14702
3532004,Tillsonburg ,15872,365,15,15,0,15,0,125,15,10,70,90,10,60,15082
4602044,Steinbach ,15829,1055,30,60,0,30,0,145,105,0,1025,200,70,155,12954
4602041,Hanover ,15733,995,0,10,0,0,10,30,50,0,10,110,10,10,14498
2475028,Sainte-Sophie ,15690,285,0,0,0,0,0,30,50,20,20,115,10,0,15160
1208001,West Hants ,15368,595,15,0,0,30,0,10,10,10,15,430,15,0,14238
4612047,Springfield ,15342,1410,10,0,0,0,15,20,15,0,95,115,30,55,13577
3560010,Kenora ,15096,3155,15,10,20,15,0,10,15,0,145,45,40,45,11581
4812002,Cold Lake ,14961,1360,40,65,45,25,30,40,95,65,580,250,175,185,12006
1103025,Summerside ,14829,225,0,10,0,40,0,35,45,10,195,90,85,25,14069
4808012,Sylvan Lake ,14816,890,10,20,40,10,0,10,60,20,100,130,75,60,13391
2403005,Gaspé ,14568,1810,10,0,0,0,0,10,35,25,0,60,30,0,12588
2471070,Pincourt ,14558,195,30,130,30,20,90,80,190,180,90,815,270,230,12208
3526021,West Lincoln ,14500,265,15,20,10,0,25,30,30,0,70,30,25,35,13945
4802034,Brooks ,14451,580,55,115,70,25,65,180,600,70,1380,1995,270,330,8716
2473035,Sainte-Anne-des-Plaines ,14421,195,0,0,0,0,0,10,75,15,0,130,15,0,13981
3548055,West Nipissing / Nipissing Ouest ,14364,2315,10,0,10,0,0,0,0,10,0,70,40,20,11889
4716029,North Battleford ,14315,4010,35,35,0,85,0,30,65,0,760,60,150,280,8805
2408053,Matane ,14311,260,10,10,0,20,0,10,10,20,0,110,15,0,13846
2492022,Dolbeau-Mistassini ,14250,1055,0,0,0,0,0,10,10,10,10,65,20,0,13070
1006017,Grand Falls-Windsor ,14171,795,0,0,0,0,0,0,10,35,25,15,95,70,13126
3543005,Clearview ,14151,205,10,0,0,0,10,0,15,0,30,65,30,35,13751
2479088,Mont-Laurier ,14116,865,10,0,10,0,0,10,10,0,0,35,45,0,13131
3538003,St. Clair ,14086,465,10,40,0,0,0,0,15,0,10,90,20,0,13436
5926005,Comox ,14028,780,15,15,60,35,10,25,50,10,55,60,120,60,12733
4815023,Canmore ,13992,250,20,15,215,55,0,35,90,0,445,45,145,110,12567
2473020,Rosemère ,13958,130,0,25,0,10,20,45,160,140,20,165,120,30,13093
3547064,Pembroke ,13882,1435,10,10,0,30,0,45,15,0,40,65,115,85,12032
2461035,Saint-Charles-Borromée ,13791,140,10,0,0,0,0,15,40,10,0,145,30,10,13391
4811012,Leduc County ,13780,625,10,15,15,0,0,10,50,10,75,40,35,85,12810
